KLVR Charger Detection Monitor - Started 2025-08-26 13:47:27
Monitoring: http://10.110.73.155:8000
============================================================

#  1 13:47:27 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1544mV | Δ=   4mV | Cycle=1
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1560mV | Δ=   2mV | Cycle=3
    ✅ SLOT 20: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1568mV | Δ=   0mV | Cycle=1
    ✅ SLOT 21: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1570mV | Δ=   0mV | Cycle=1
    ✅ SLOT 22: KLVR-AA  | AAA_ON=1578mV | AAA_OFF=1572mV | Δ=   6mV | Cycle=2
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1570mV | Δ=  -2mV | Cycle=1
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1594mV | AAA_OFF=1560mV | Δ=  34mV | Cycle=3
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1610mV | Δ= -38mV | Cycle=2
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1570mV | Δ=  -2mV | Cycle=3
    ✅ SLOT 27: KLVR-AA  | AAA_ON=1578mV | AAA_OFF=1618mV | Δ= -40mV | Cycle=3
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1542mV | Δ=   4mV | Cycle=1
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1544mV | Δ=   4mV | Cycle=1
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1568mV | Δ=  -2mV | Cycle=3
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1550mV | Δ=   2mV | Cycle=1
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1564mV | Δ=  -8mV | Cycle=3
    ✅ SLOT 33: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1562mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1560mV | Δ=   2mV | Cycle=1
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1568mV | Δ= -18mV | Cycle=3
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1562mV | Δ=   0mV | Cycle=3
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1592mV | AAA_OFF=1590mV | Δ=   2mV | Cycle=3
    ✅ SLOT 38: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1574mV | Δ=   0mV | Cycle=1
    ✅ SLOT 39: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1564mV | Δ=   4mV | Cycle=3
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1542mV | AAA_OFF=1540mV | Δ=   2mV | Cycle=1
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1566mV | Δ=   0mV | Cycle=3
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1564mV | Δ=   2mV | Cycle=1
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1586mV | AAA_OFF=1582mV | Δ=   4mV | Cycle=2
    ✅ SLOT 44: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1576mV | Δ=  -2mV | Cycle=1
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1582mV | AAA_OFF=1582mV | Δ=   0mV | Cycle=2
    ✅ SLOT 46: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1560mV | Δ=   2mV | Cycle=1
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1572mV | Δ=  -4mV | Cycle=1
#192 13:49:10 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#193 13:49:10 | [AA TEST] Total: 25 | Correct AA: 25 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    📥 BATTERY COUNT: 48 → 25
#194 13:49:11 | [AA TEST] Total:  3 | Correct AA:  3 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    📥 BATTERY COUNT: 25 → 3
#195 13:49:11 | [AA TEST] Total:  3 | Correct AA:  3 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#196 13:49:12 | [AA TEST] Total:  3 | Correct AA:  3 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#197 13:49:12 | [AA TEST] Total:  3 | Correct AA:  3 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#198 13:49:13 | [AA TEST] Total:  3 | Correct AA:  3 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#199 13:49:14 | [AA TEST] Total:  3 | Correct AA:  3 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#200 13:49:14 | [AA TEST] Total:  3 | Correct AA:  3 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#201 13:49:15 | [AA TEST] Total:  3 | Correct AA:  3 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1554mV | Δ=  -2mV | Cycle=3
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1550mV | Δ=   0mV | Cycle=1
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1550mV | Δ=  -4mV | Cycle=1
#202 13:49:15 | [AA TEST] Total:  3 | Correct AA:  3 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#203 13:49:16 | [AA TEST] Total:  3 | Correct AA:  3 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#204 13:49:16 | [AA TEST] Total:  3 | Correct AA:  3 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#205 13:49:17 | [AA TEST] Total:  3 | Correct AA:  3 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#206 13:49:17 | [AA TEST] Total:  3 | Correct AA:  3 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#207 13:49:18 | [AA TEST] Total:  3 | Correct AA:  3 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#208 13:49:18 | [AA TEST] Total:  3 | Correct AA:  3 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#209 13:49:19 | [AA TEST] Total:  3 | Correct AA:  3 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#210 13:49:19 | [AA TEST] Total:  3 | Correct AA:  3 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#211 13:49:20 | [AA TEST] Total:  3 | Correct AA:  3 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1554mV | Δ=  -2mV | Cycle=3
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1550mV | Δ=   0mV | Cycle=1
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1550mV | Δ=  -4mV | Cycle=1
#212 13:49:21 | [AA TEST] Total:  0 | Correct AA:  0 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    📥 BATTERY COUNT: 3 → 0
#213 13:49:21 | [AA TEST] Total:  0 | Correct AA:  0 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#214 13:49:22 | [AA TEST] Total:  0 | Correct AA:  0 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#215 13:49:22 | [AA TEST] Total:  0 | Correct AA:  0 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#216 13:49:23 | [AA TEST] Total:  0 | Correct AA:  0 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#217 13:49:23 | [AA TEST] Total:  0 | Correct AA:  0 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#218 13:49:24 | [AA TEST] Total:  0 | Correct AA:  0 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#219 13:49:24 | [AA TEST] Total:  0 | Correct AA:  0 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#220 13:49:25 | [AA TEST] Total:  0 | Correct AA:  0 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#221 13:49:25 | [AA TEST] Total:  0 | Correct AA:  0 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#222 13:49:26 | [AA TEST] Total:  0 | Correct AA:  0 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#223 13:49:27 | [AA TEST] Total:  0 | Correct AA:  0 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#224 13:49:27 | [AA TEST] Total:  0 | Correct AA:  0 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#225 13:49:28 | [AA TEST] Total:  0 | Correct AA:  0 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#226 13:49:28 | [AA TEST] Total:  0 | Correct AA:  0 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#227 13:49:29 | [AA TEST] Total:  0 | Correct AA:  0 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#228 13:49:29 | [AA TEST] Total:  0 | Correct AA:  0 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#229 13:49:30 | [AA TEST] Total:  0 | Correct AA:  0 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#230 13:49:30 | [AA TEST] Total: 17 | Correct AA: 17 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    📥 BATTERY COUNT: 0 → 17
#231 13:49:31 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1552mV | Δ=   0mV | Cycle=1
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1536mV | AAA_OFF=1540mV | Δ=  -4mV | Cycle=3
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1588mV | AAA_OFF=1552mV | Δ=  36mV | Cycle=3
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1556mV | Δ=   2mV | Cycle=3
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1560mV | Δ=   2mV | Cycle=1
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1554mV | Δ=   0mV | Cycle=2
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1556mV | Δ=  -8mV | Cycle=3
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1534mV | AAA_OFF=1530mV | Δ=   4mV | Cycle=2
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1546mV | Δ=  -2mV | Cycle=1
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1558mV | Δ=   2mV | Cycle=1
    ✅ SLOT 10: KLVR-AA  | AAA_ON=1576mV | AAA_OFF=1572mV | Δ=   4mV | Cycle=1
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1558mV | Δ=   0mV | Cycle=3
    ✅ SLOT 12: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1554mV | Δ=   0mV | Cycle=3
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1592mV | Δ=   4mV | Cycle=2
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1568mV | Δ=   2mV | Cycle=2
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1534mV | AAA_OFF=1538mV | Δ=  -4mV | Cycle=1
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1548mV | Δ=  -4mV | Cycle=3
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1578mV | Δ=  -4mV | Cycle=1
    ✅ SLOT 18: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1554mV | Δ=   2mV | Cycle=3
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1562mV | Δ=   0mV | Cycle=3
    ✅ SLOT 20: KLVR-AA  | AAA_ON=1582mV | AAA_OFF=1580mV | Δ=   2mV | Cycle=3
    ✅ SLOT 21: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1566mV | Δ=   0mV | Cycle=2
    ✅ SLOT 22: KLVR-AA  | AAA_ON=1576mV | AAA_OFF=1584mV | Δ=  -8mV | Cycle=1
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1562mV | Δ= -10mV | Cycle=2
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1554mV | Δ=   0mV | Cycle=3
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1584mV | AAA_OFF=1584mV | Δ=   0mV | Cycle=2
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1566mV | Δ=   6mV | Cycle=2
    ✅ SLOT 27: KLVR-AA  | AAA_ON=1592mV | AAA_OFF=1592mV | Δ=   0mV | Cycle=2
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1562mV | Δ=  -2mV | Cycle=1
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1548mV | Δ=  -4mV | Cycle=3
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1564mV | Δ=   2mV | Cycle=1
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1552mV | Δ=   0mV | Cycle=3
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1554mV | Δ=   4mV | Cycle=3
    ✅ SLOT 33: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1562mV | Δ=   2mV | Cycle=1
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1558mV | Δ=   6mV | Cycle=1
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1564mV | Δ=   2mV | Cycle=3
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1586mV | AAA_OFF=1588mV | Δ=  -2mV | Cycle=3
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1586mV | AAA_OFF=1618mV | Δ= -32mV | Cycle=2
    ✅ SLOT 38: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1560mV | Δ=   0mV | Cycle=1
    ✅ SLOT 39: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1554mV | Δ=   2mV | Cycle=2
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1528mV | AAA_OFF=1564mV | Δ= -36mV | Cycle=1
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1564mV | Δ=   4mV | Cycle=2
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1566mV | Δ=  -2mV | Cycle=3
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1582mV | AAA_OFF=1586mV | Δ=  -4mV | Cycle=3
    ✅ SLOT 44: KLVR-AA  | AAA_ON=1576mV | AAA_OFF=1576mV | Δ=   0mV | Cycle=2
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1578mV | Δ= -14mV | Cycle=1
    ✅ SLOT 46: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1544mV | Δ=   0mV | Cycle=3
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1572mV | Δ=   0mV | Cycle=2
    📥 BATTERY COUNT: 17 → 48
#232 13:49:31 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#233 13:49:32 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#234 13:49:32 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#235 13:49:33 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#236 13:49:33 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#237 13:49:34 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#238 13:49:35 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#239 13:49:35 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#240 13:49:36 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#241 13:49:36 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1552mV | Δ=   0mV | Cycle=1
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1536mV | AAA_OFF=1540mV | Δ=  -4mV | Cycle=3
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1588mV | AAA_OFF=1552mV | Δ=  36mV | Cycle=3
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1556mV | Δ=   2mV | Cycle=3
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1560mV | Δ=   2mV | Cycle=1
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1554mV | Δ=   0mV | Cycle=2
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1556mV | Δ=  -8mV | Cycle=3
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1534mV | AAA_OFF=1530mV | Δ=   4mV | Cycle=2
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1546mV | Δ=  -2mV | Cycle=1
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1558mV | Δ=   2mV | Cycle=1
    ✅ SLOT 10: KLVR-AA  | AAA_ON=1576mV | AAA_OFF=1572mV | Δ=   4mV | Cycle=1
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1558mV | Δ=   0mV | Cycle=3
    ✅ SLOT 12: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1554mV | Δ=   0mV | Cycle=3
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1592mV | Δ=   4mV | Cycle=2
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1568mV | Δ=   2mV | Cycle=2
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1534mV | AAA_OFF=1538mV | Δ=  -4mV | Cycle=1
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1548mV | Δ=  -4mV | Cycle=3
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1578mV | Δ=  -4mV | Cycle=1
    ✅ SLOT 18: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1554mV | Δ=   2mV | Cycle=3
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1562mV | Δ=   0mV | Cycle=3
    ✅ SLOT 20: KLVR-AA  | AAA_ON=1582mV | AAA_OFF=1580mV | Δ=   2mV | Cycle=3
    ✅ SLOT 21: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1566mV | Δ=   0mV | Cycle=2
    ✅ SLOT 22: KLVR-AA  | AAA_ON=1576mV | AAA_OFF=1584mV | Δ=  -8mV | Cycle=1
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1562mV | Δ= -10mV | Cycle=2
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1554mV | Δ=   0mV | Cycle=3
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1584mV | AAA_OFF=1584mV | Δ=   0mV | Cycle=2
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1566mV | Δ=   6mV | Cycle=2
    ✅ SLOT 27: KLVR-AA  | AAA_ON=1592mV | AAA_OFF=1592mV | Δ=   0mV | Cycle=2
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1562mV | Δ=  -2mV | Cycle=1
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1548mV | Δ=  -4mV | Cycle=3
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1564mV | Δ=   2mV | Cycle=1
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1552mV | Δ=   0mV | Cycle=3
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1554mV | Δ=   4mV | Cycle=3
    ✅ SLOT 33: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1562mV | Δ=   2mV | Cycle=1
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1558mV | Δ=   6mV | Cycle=1
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1564mV | Δ=   2mV | Cycle=3
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1586mV | AAA_OFF=1588mV | Δ=  -2mV | Cycle=3
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1586mV | AAA_OFF=1618mV | Δ= -32mV | Cycle=2
    ✅ SLOT 38: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1560mV | Δ=   0mV | Cycle=1
    ✅ SLOT 39: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1554mV | Δ=   2mV | Cycle=2
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1528mV | AAA_OFF=1564mV | Δ= -36mV | Cycle=1
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1564mV | Δ=   4mV | Cycle=2
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1566mV | Δ=  -2mV | Cycle=3
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1582mV | AAA_OFF=1586mV | Δ=  -4mV | Cycle=3
    ✅ SLOT 44: KLVR-AA  | AAA_ON=1576mV | AAA_OFF=1576mV | Δ=   0mV | Cycle=2
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1578mV | Δ= -14mV | Cycle=1
    ✅ SLOT 46: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1544mV | Δ=   0mV | Cycle=3
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1572mV | Δ=   0mV | Cycle=2
#242 13:49:37 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#243 13:49:37 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#244 13:49:38 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#245 13:49:38 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#246 13:49:39 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#247 13:49:39 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#248 13:49:40 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#249 13:49:40 | [AA TEST] Total: 12 | Correct AA: 12 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    📥 BATTERY COUNT: 48 → 12
#250 13:49:41 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    📥 BATTERY COUNT: 12 → 4
#251 13:49:42 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1578mV | Δ=  -4mV | Cycle=1
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1610mV | AAA_OFF=1610mV | Δ=   0mV | Cycle=3
    ✅ SLOT 46: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1544mV | Δ=   0mV | Cycle=3
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1572mV | Δ=   0mV | Cycle=2
#252 13:49:42 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#253 13:49:43 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#254 13:49:43 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#255 13:49:44 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#256 13:49:44 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#257 13:49:45 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#258 13:49:45 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#259 13:49:46 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#260 13:49:46 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#261 13:49:47 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1578mV | Δ=  -4mV | Cycle=1
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1610mV | AAA_OFF=1610mV | Δ=   0mV | Cycle=3
    ✅ SLOT 46: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1544mV | Δ=   0mV | Cycle=3
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1572mV | Δ=   0mV | Cycle=2
#262 13:49:47 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#263 13:49:48 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#264 13:49:49 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#265 13:49:49 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#266 13:49:50 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#267 13:49:50 | [AA TEST] Total:  9 | Correct AA:  9 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    📥 BATTERY COUNT: 4 → 9
#268 13:49:51 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    📥 BATTERY COUNT: 9 → 48
