KLVR Charger Detection Monitor - Started 2025-08-26 14:55:34
Monitoring: http://10.110.73.155:8000
============================================================

#  1 14:55:34 | [AAA TEST] Total: 25 | Detected AAA: 24 | Failed to detect:  1 | Retries: 0 | 🚨 DETECTION FAILED!
    ✅ SLOT 12: KLVR-AAA | AAA_ON=1594mV | AAA_OFF=1552mV | Δ=   0mV | Cycle=3
#215 14:58:12 | [AAA TEST] Total:  4 | Detected AAA:  4 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#216 14:58:13 | [AAA TEST] Total:  4 | Detected AAA:  4 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#217 14:58:14 | [AAA TEST] Total:  4 | Detected AAA:  4 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#218 14:58:14 | [AAA TEST] Total:  4 | Detected AAA:  4 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#219 14:58:15 | [AAA TEST] Total:  4 | Detected AAA:  4 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#220 14:58:16 | [AAA TEST] Total: 13 | Detected AAA: 13 | Failed to detect:  0 | Retries: 0 | ✅ All detected
    📥 BATTERY COUNT: 4 → 13
#221 14:58:17 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
    ✅ SLOT 24: KLVR-AAA | AAA_ON=1556mV | AAA_OFF=1196mV | Δ= 360mV | Cycle=2
    ✅ SLOT 25: KLVR-AAA | AAA_ON=1554mV | AAA_OFF=1212mV | Δ= 342mV | Cycle=3
    ✅ SLOT 26: KLVR-AAA | AAA_ON=1402mV | AAA_OFF=1060mV | Δ= 342mV | Cycle=1
    ✅ SLOT 27: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1550mV | Δ=1550mV | Cycle=3
    ✅ SLOT 28: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1202mV | Δ= 344mV | Cycle=3
    ✅ SLOT 29: KLVR-AAA | AAA_ON=1434mV | AAA_OFF=1090mV | Δ= 344mV | Cycle=2
    ✅ SLOT 30: KLVR-AAA | AAA_ON=1534mV | AAA_OFF=1236mV | Δ= 298mV | Cycle=2
    ✅ SLOT 31: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1212mV | Δ= 336mV | Cycle=3
    ✅ SLOT 32: KLVR-AAA | AAA_ON=1556mV | AAA_OFF=1206mV | Δ= 350mV | Cycle=2
    ✅ SLOT 33: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1206mV | Δ= 344mV | Cycle=1
    ✅ SLOT 34: KLVR-AAA | AAA_ON=1570mV | AAA_OFF=1220mV | Δ= 350mV | Cycle=2
    ✅ SLOT 35: KLVR-AAA | AAA_ON=1556mV | AAA_OFF=1194mV | Δ= 362mV | Cycle=3
    ✅ SLOT 36: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1196mV | Δ= 350mV | Cycle=2
    ✅ SLOT 37: KLVR-AAA | AAA_ON=1570mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 38: KLVR-AAA | AAA_ON=1578mV | AAA_OFF=1234mV | Δ= 344mV | Cycle=3
    ✅ SLOT 39: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1210mV | Δ= 350mV | Cycle=3
    ✅ SLOT 40: KLVR-AAA | AAA_ON=1594mV | AAA_OFF=1236mV | Δ= 358mV | Cycle=1
    ✅ SLOT 41: KLVR-AAA | AAA_ON=1538mV | AAA_OFF=1214mV | Δ= 324mV | Cycle=3
    ✅ SLOT 42: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=1204mV | Δ= 348mV | Cycle=1
    ✅ SLOT 43: KLVR-AAA | AAA_ON=1592mV | AAA_OFF=1236mV | Δ= 356mV | Cycle=3
    ✅ SLOT 44: KLVR-AAA | AAA_ON=1536mV | AAA_OFF=1222mV | Δ= 314mV | Cycle=2
    ✅ SLOT 45: KLVR-AAA | AAA_ON=1556mV | AAA_OFF=1202mV | Δ= 354mV | Cycle=1
    ✅ SLOT 46: KLVR-AAA | AAA_ON=1562mV | AAA_OFF=1210mV | Δ= 352mV | Cycle=1
    ✅ SLOT 47: KLVR-AAA | AAA_ON=1540mV | AAA_OFF=1236mV | Δ= 304mV | Cycle=3
    📥 BATTERY COUNT: 13 → 24
#222 14:58:18 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#223 14:58:18 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#224 14:58:20 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#225 14:58:21 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#226 14:58:22 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#227 14:58:22 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#228 14:58:23 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#229 14:58:24 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#230 14:58:25 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#231 14:58:25 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
    ✅ SLOT 24: KLVR-AAA | AAA_ON=1556mV | AAA_OFF=1196mV | Δ= 360mV | Cycle=2
    ✅ SLOT 25: KLVR-AAA | AAA_ON=1554mV | AAA_OFF=1212mV | Δ= 342mV | Cycle=3
    ✅ SLOT 26: KLVR-AAA | AAA_ON=1402mV | AAA_OFF=1060mV | Δ= 342mV | Cycle=1
    ✅ SLOT 27: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1550mV | Δ=1550mV | Cycle=3
    ✅ SLOT 28: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1202mV | Δ= 344mV | Cycle=3
    ✅ SLOT 29: KLVR-AAA | AAA_ON=1434mV | AAA_OFF=1090mV | Δ= 344mV | Cycle=2
    ✅ SLOT 30: KLVR-AAA | AAA_ON=1534mV | AAA_OFF=1236mV | Δ= 298mV | Cycle=2
    ✅ SLOT 31: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1212mV | Δ= 336mV | Cycle=3
    ✅ SLOT 32: KLVR-AAA | AAA_ON=1556mV | AAA_OFF=1206mV | Δ= 350mV | Cycle=2
    ✅ SLOT 33: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1206mV | Δ= 344mV | Cycle=1
    ✅ SLOT 34: KLVR-AAA | AAA_ON=1570mV | AAA_OFF=1220mV | Δ= 350mV | Cycle=2
    ✅ SLOT 35: KLVR-AAA | AAA_ON=1556mV | AAA_OFF=1194mV | Δ= 362mV | Cycle=3
    ✅ SLOT 36: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1196mV | Δ= 350mV | Cycle=2
    ✅ SLOT 37: KLVR-AAA | AAA_ON=1570mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 38: KLVR-AAA | AAA_ON=1578mV | AAA_OFF=1234mV | Δ= 344mV | Cycle=3
    ✅ SLOT 39: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1210mV | Δ= 350mV | Cycle=3
    ✅ SLOT 40: KLVR-AAA | AAA_ON=1594mV | AAA_OFF=1236mV | Δ= 358mV | Cycle=1
    ✅ SLOT 41: KLVR-AAA | AAA_ON=1538mV | AAA_OFF=1214mV | Δ= 324mV | Cycle=3
    ✅ SLOT 42: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=1204mV | Δ= 348mV | Cycle=1
    ✅ SLOT 43: KLVR-AAA | AAA_ON=1592mV | AAA_OFF=1236mV | Δ= 356mV | Cycle=3
    ✅ SLOT 44: KLVR-AAA | AAA_ON=1536mV | AAA_OFF=1222mV | Δ= 314mV | Cycle=2
    ✅ SLOT 45: KLVR-AAA | AAA_ON=1556mV | AAA_OFF=1202mV | Δ= 354mV | Cycle=1
    ✅ SLOT 46: KLVR-AAA | AAA_ON=1562mV | AAA_OFF=1210mV | Δ= 352mV | Cycle=1
    ✅ SLOT 47: KLVR-AAA | AAA_ON=1540mV | AAA_OFF=1236mV | Δ= 304mV | Cycle=3
#232 14:58:26 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#233 14:58:27 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#234 14:58:28 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#235 14:58:28 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#236 14:58:29 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#237 14:58:30 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#238 14:58:31 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#239 14:58:31 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#240 14:58:32 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#241 14:58:33 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
    ✅ SLOT 24: KLVR-AAA | AAA_ON=1556mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 25: KLVR-AAA | AAA_ON=1554mV | AAA_OFF=1212mV | Δ= 342mV | Cycle=3
    ✅ SLOT 26: KLVR-AAA | AAA_ON=1402mV | AAA_OFF=1060mV | Δ= 342mV | Cycle=1
    ✅ SLOT 27: KLVR-AAA | AAA_ON=1562mV | AAA_OFF=1564mV | Δ=   0mV | Cycle=3
    ✅ SLOT 28: KLVR-AAA | AAA_ON=1538mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 29: KLVR-AAA | AAA_ON=1434mV | AAA_OFF=1090mV | Δ= 344mV | Cycle=2
    ✅ SLOT 30: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1548mV | Δ=   0mV | Cycle=2
    ✅ SLOT 31: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=1556mV | Δ=   0mV | Cycle=3
    ✅ SLOT 32: KLVR-AAA | AAA_ON=1554mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 33: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1558mV | Δ=   0mV | Cycle=1
    ✅ SLOT 34: KLVR-AAA | AAA_ON=1572mV | AAA_OFF=1566mV | Δ=   0mV | Cycle=2
    ✅ SLOT 35: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1562mV | Δ=1564mV | Cycle=3
    ✅ SLOT 36: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1196mV | Δ= 350mV | Cycle=2
    ✅ SLOT 37: KLVR-AAA | AAA_ON=1582mV | AAA_OFF=1586mV | Δ=1584mV | Cycle=2
    ✅ SLOT 38: KLVR-AAA | AAA_ON=1578mV | AAA_OFF=1234mV | Δ= 344mV | Cycle=3
    ✅ SLOT 39: KLVR-AAA | AAA_ON=1572mV | AAA_OFF=1572mV | Δ=   0mV | Cycle=3
    ✅ SLOT 40: KLVR-AAA | AAA_ON=1592mV | AAA_OFF=1590mV | Δ=1596mV | Cycle=1
    ✅ SLOT 41: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1556mV | Δ=1546mV | Cycle=3
    ✅ SLOT 42: KLVR-AAA | AAA_ON=1554mV | AAA_OFF=1550mV | Δ=1560mV | Cycle=1
    ✅ SLOT 43: KLVR-AAA | AAA_ON=1594mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 44: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=1548mV | Δ=1546mV | Cycle=2
    ✅ SLOT 45: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 46: KLVR-AAA | AAA_ON=1562mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 47: KLVR-AAA | AAA_ON=1540mV | AAA_OFF=1236mV | Δ= 304mV | Cycle=3
#242 14:58:34 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#243 14:58:34 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#244 14:58:35 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#245 14:58:36 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#246 14:58:36 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#247 14:58:37 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
