KLVR Charger Detection Monitor - Started 2025-08-28 13:23:47
Monitoring: http://10.110.73.155:8000
============================================================

#  1 13:23:47 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1326mV | AAA_OFF=1322mV | Δ=   4mV | Cycle=1
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1350mV | AAA_OFF=1346mV | Δ=   4mV | Cycle=3
    ✅ SLOT 43: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 44: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 45: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 46: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 47: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
#322 13:27:45 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#323 13:27:46 | [AA TEST] Total:  1 | Correct AA:  1 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    📥 BATTERY COUNT: 48 → 1
#324 13:27:46 | [AA TEST] Total:  1 | Correct AA:  1 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#325 13:27:47 | [AA TEST] Total:  1 | Correct AA:  1 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#326 13:27:48 | [AA TEST] Total:  1 | Correct AA:  1 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#327 13:27:49 | [AA TEST] Total:  1 | Correct AA:  1 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#328 13:27:49 | [AA TEST] Total:  1 | Correct AA:  1 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#329 13:27:50 | [AA TEST] Total:  1 | Correct AA:  1 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#330 13:27:51 | [AA TEST] Total:  1 | Correct AA:  1 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#331 13:27:52 | [AA TEST] Total:  1 | Correct AA:  1 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1324mV | AAA_OFF=1318mV | Δ=   6mV | Cycle=2
#332 13:27:52 | [AA TEST] Total:  1 | Correct AA:  1 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#333 13:27:53 | [AA TEST] Total:  1 | Correct AA:  1 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#334 13:27:54 | [AA TEST] Total:  1 | Correct AA:  1 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#335 13:27:55 | [AA TEST] Total:  1 | Correct AA:  1 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#336 13:27:55 | [AA TEST] Total: 17 | Correct AA: 17 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    📥 BATTERY COUNT: 1 → 17
#337 13:27:56 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    📥 BATTERY COUNT: 17 → 47
#338 13:27:57 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#339 13:27:58 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#340 13:27:58 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#341 13:27:59 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1336mV | AAA_OFF=1344mV | Δ=  -8mV | Cycle=3
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1324mV | AAA_OFF=1318mV | Δ=   6mV | Cycle=2
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1340mV | AAA_OFF=1340mV | Δ=   0mV | Cycle=1
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1338mV | AAA_OFF=1338mV | Δ=   0mV | Cycle=2
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1342mV | AAA_OFF=1340mV | Δ=   2mV | Cycle=2
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1334mV | AAA_OFF=1340mV | Δ=  -6mV | Cycle=3
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1336mV | AAA_OFF=1344mV | Δ=  -8mV | Cycle=2
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1328mV | AAA_OFF=1328mV | Δ=   0mV | Cycle=3
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1334mV | AAA_OFF=1326mV | Δ=   8mV | Cycle=2
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1328mV | AAA_OFF=1324mV | Δ=   4mV | Cycle=2
    ✅ SLOT 10: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1544mV | Δ=   0mV | Cycle=3
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1554mV | Δ= -10mV | Cycle=2
    ✅ SLOT 12: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1566mV | Δ= -16mV | Cycle=2
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1584mV | AAA_OFF=1584mV | Δ=   0mV | Cycle=3
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1538mV | AAA_OFF=1540mV | Δ=  -2mV | Cycle=3
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1552mV | Δ=   2mV | Cycle=1
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1544mV | Δ=   4mV | Cycle=1
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1562mV | Δ=   4mV | Cycle=2
    ✅ SLOT 18: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1552mV | Δ=  -6mV | Cycle=3
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1548mV | Δ=  -8mV | Cycle=2
    ✅ SLOT 20: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1570mV | Δ= -18mV | Cycle=2
    ✅ SLOT 21: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 22: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1558mV | Δ=   4mV | Cycle=1
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1570mV | Δ=   0mV | Cycle=3
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1358mV | AAA_OFF=1338mV | Δ=  20mV | Cycle=3
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1588mV | AAA_OFF=1572mV | Δ=  16mV | Cycle=3
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1594mV | Δ=   2mV | Cycle=3
    ✅ SLOT 27: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1558mV | Δ=   2mV | Cycle=1
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1338mV | AAA_OFF=1338mV | Δ=   0mV | Cycle=2
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1344mV | AAA_OFF=1342mV | Δ=   2mV | Cycle=1
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1342mV | AAA_OFF=1338mV | Δ=   4mV | Cycle=2
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1324mV | AAA_OFF=1328mV | Δ=  -4mV | Cycle=2
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1344mV | AAA_OFF=1344mV | Δ=   0mV | Cycle=2
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1592mV | AAA_OFF=1578mV | Δ=  14mV | Cycle=3
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1550mV | Δ=  14mV | Cycle=1
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1568mV | Δ=  28mV | Cycle=2
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1578mV | Δ= -10mV | Cycle=2
    ✅ SLOT 38: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 39: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1342mV | AAA_OFF=1340mV | Δ=   2mV | Cycle=2
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1372mV | AAA_OFF=1368mV | Δ=   4mV | Cycle=2
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1354mV | AAA_OFF=1352mV | Δ=   2mV | Cycle=3
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1540mV | Δ=  10mV | Cycle=2
    ✅ SLOT 44: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1552mV | Δ=   4mV | Cycle=2
    ✅ SLOT 46: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1556mV | Δ=   4mV | Cycle=2
#342 13:28:00 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#343 13:28:01 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#344 13:28:01 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#345 13:28:02 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#346 13:28:03 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#347 13:28:03 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#348 13:28:04 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#349 13:28:05 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#350 13:28:06 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#351 13:28:06 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1336mV | AAA_OFF=1344mV | Δ=  -8mV | Cycle=3
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1324mV | AAA_OFF=1318mV | Δ=   6mV | Cycle=2
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1340mV | AAA_OFF=1340mV | Δ=   0mV | Cycle=1
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1338mV | AAA_OFF=1338mV | Δ=   0mV | Cycle=2
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1342mV | AAA_OFF=1340mV | Δ=   2mV | Cycle=2
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1334mV | AAA_OFF=1340mV | Δ=  -6mV | Cycle=3
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1336mV | AAA_OFF=1344mV | Δ=  -8mV | Cycle=2
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1328mV | AAA_OFF=1328mV | Δ=   0mV | Cycle=3
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1334mV | AAA_OFF=1326mV | Δ=   8mV | Cycle=2
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1328mV | AAA_OFF=1324mV | Δ=   4mV | Cycle=2
    ✅ SLOT 10: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1554mV | Δ= -10mV | Cycle=2
    ✅ SLOT 12: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 13: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1538mV | AAA_OFF=1540mV | Δ=  -2mV | Cycle=3
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1552mV | Δ=   2mV | Cycle=1
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1544mV | Δ=   4mV | Cycle=1
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1562mV | Δ=   4mV | Cycle=2
    ✅ SLOT 18: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1548mV | Δ=  -8mV | Cycle=2
    ✅ SLOT 20: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1570mV | Δ= -18mV | Cycle=2
    ✅ SLOT 21: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 22: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 23: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1358mV | AAA_OFF=1338mV | Δ=  20mV | Cycle=3
    ✅ SLOT 25: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 26: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 27: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1338mV | AAA_OFF=1338mV | Δ=   0mV | Cycle=2
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1344mV | AAA_OFF=1342mV | Δ=   2mV | Cycle=1
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1342mV | AAA_OFF=1338mV | Δ=   4mV | Cycle=2
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1324mV | AAA_OFF=1328mV | Δ=  -4mV | Cycle=2
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1344mV | AAA_OFF=1344mV | Δ=   0mV | Cycle=2
    ✅ SLOT 34: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 35: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 36: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 37: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 38: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 39: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1342mV | AAA_OFF=1340mV | Δ=   2mV | Cycle=2
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1372mV | AAA_OFF=1368mV | Δ=   4mV | Cycle=2
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1354mV | AAA_OFF=1352mV | Δ=   2mV | Cycle=3
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1540mV | Δ=  10mV | Cycle=2
    ✅ SLOT 44: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 45: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 46: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 47: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
#352 13:28:07 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#353 13:28:08 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#354 13:28:09 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#355 13:28:09 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#356 13:28:10 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#357 13:28:11 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#358 13:28:12 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#359 13:28:12 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#360 13:28:13 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#361 13:28:14 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1336mV | AAA_OFF=1344mV | Δ=  -8mV | Cycle=3
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1324mV | AAA_OFF=1318mV | Δ=   6mV | Cycle=2
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1340mV | AAA_OFF=1340mV | Δ=   0mV | Cycle=1
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1338mV | AAA_OFF=1338mV | Δ=   0mV | Cycle=2
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1342mV | AAA_OFF=1340mV | Δ=   2mV | Cycle=2
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1334mV | AAA_OFF=1340mV | Δ=  -6mV | Cycle=3
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1336mV | AAA_OFF=1344mV | Δ=  -8mV | Cycle=2
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1328mV | AAA_OFF=1328mV | Δ=   0mV | Cycle=3
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1334mV | AAA_OFF=1326mV | Δ=   8mV | Cycle=2
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1328mV | AAA_OFF=1324mV | Δ=   4mV | Cycle=2
    ✅ SLOT 10: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1554mV | Δ= -10mV | Cycle=2
    ✅ SLOT 12: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 13: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1538mV | AAA_OFF=1540mV | Δ=  -2mV | Cycle=3
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1552mV | Δ=   2mV | Cycle=1
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1544mV | Δ=   4mV | Cycle=1
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1562mV | Δ=   4mV | Cycle=2
    ✅ SLOT 18: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1548mV | Δ=  -8mV | Cycle=2
    ✅ SLOT 20: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1570mV | Δ= -18mV | Cycle=2
    ✅ SLOT 21: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 22: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 23: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1358mV | AAA_OFF=1338mV | Δ=  20mV | Cycle=3
    ✅ SLOT 25: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 26: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 27: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1338mV | AAA_OFF=1338mV | Δ=   0mV | Cycle=2
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1344mV | AAA_OFF=1342mV | Δ=   2mV | Cycle=1
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1342mV | AAA_OFF=1338mV | Δ=   4mV | Cycle=2
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1324mV | AAA_OFF=1328mV | Δ=  -4mV | Cycle=2
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1344mV | AAA_OFF=1344mV | Δ=   0mV | Cycle=2
    ✅ SLOT 34: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 35: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 36: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 37: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 38: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 39: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1342mV | AAA_OFF=1340mV | Δ=   2mV | Cycle=2
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1372mV | AAA_OFF=1368mV | Δ=   4mV | Cycle=2
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1354mV | AAA_OFF=1352mV | Δ=   2mV | Cycle=3
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1540mV | Δ=  10mV | Cycle=2
    ✅ SLOT 44: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 45: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 46: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 47: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
#362 13:28:15 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#363 13:28:15 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#364 13:28:16 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    📥 BATTERY COUNT: 47 → 48
#365 13:28:17 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#366 13:28:18 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#367 13:28:18 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#368 13:28:19 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#369 13:28:20 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#370 13:28:20 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#371 13:28:21 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1336mV | AAA_OFF=1344mV | Δ=  -8mV | Cycle=3
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1324mV | AAA_OFF=1318mV | Δ=   6mV | Cycle=2
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1340mV | AAA_OFF=1340mV | Δ=   0mV | Cycle=1
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1338mV | AAA_OFF=1338mV | Δ=   0mV | Cycle=2
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1342mV | AAA_OFF=1340mV | Δ=   2mV | Cycle=2
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1334mV | AAA_OFF=1340mV | Δ=  -6mV | Cycle=3
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1336mV | AAA_OFF=1344mV | Δ=  -8mV | Cycle=2
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1328mV | AAA_OFF=1328mV | Δ=   0mV | Cycle=3
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1334mV | AAA_OFF=1326mV | Δ=   8mV | Cycle=2
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1328mV | AAA_OFF=1324mV | Δ=   4mV | Cycle=2
    ✅ SLOT 10: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 11: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 12: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 13: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1538mV | AAA_OFF=1540mV | Δ=  -2mV | Cycle=3
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1552mV | Δ=   2mV | Cycle=1
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1544mV | Δ=   4mV | Cycle=1
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1562mV | Δ=   4mV | Cycle=2
    ✅ SLOT 18: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1548mV | Δ=  -8mV | Cycle=2
    ✅ SLOT 20: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1570mV | Δ= -18mV | Cycle=2
