KLVR Charger Detection Monitor - Started 2025-08-26 15:42:59
Monitoring: http://10.110.73.155:8000
============================================================

#  1 15:43:04 | ❌ Connection failed
#  2 15:43:09 | ❌ Connection failed
#  3 15:43:10 | [AA TEST] Total:  8 | Correct AA:  8 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#  4 15:43:11 | [AA TEST] Total:  8 | Correct AA:  8 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#  5 15:43:12 | [AA TEST] Total:  8 | Correct AA:  8 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#  6 15:43:12 | [AA TEST] Total:  8 | Correct AA:  8 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#  7 15:43:13 | [AA TEST] Total:  8 | Correct AA:  8 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#  8 15:43:14 | [AA TEST] Total:  8 | Correct AA:  8 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#  9 15:43:15 | [AA TEST] Total:  8 | Correct AA:  8 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
# 10 15:43:15 | [AA TEST] Total:  8 | Correct AA:  8 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
# 11 15:43:16 | [AA TEST] Total:  8 | Correct AA:  8 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1534mV | AAA_OFF=1530mV | Δ=   0mV | Cycle=2
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1576mV | AAA_OFF=1578mV | Δ=   0mV | Cycle=2
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1562mV | Δ=   0mV | Cycle=2
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1560mV | Δ=  -4mV | Cycle=1
    ✅ SLOT 44: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1560mV | Δ= -14mV | Cycle=3
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1542mV | AAA_OFF=1540mV | Δ=   2mV | Cycle=1
    ✅ SLOT 46: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1568mV | Δ=  -2mV | Cycle=3
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1578mV | Δ=  -8mV | Cycle=3
#142 15:44:54 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#143 15:44:54 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#144 15:44:55 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#145 15:44:56 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#146 15:44:57 | [AA TEST] Total: 45 | Correct AA: 45 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    📥 BATTERY COUNT: 47 → 45
#147 15:44:57 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    📥 BATTERY COUNT: 45 → 4
#148 15:44:58 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#149 15:44:59 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#150 15:45:00 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#151 15:45:00 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1580mV | AAA_OFF=1586mV | Δ=  -6mV | Cycle=1
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1560mV | Δ=  14mV | Cycle=3
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1556mV | Δ=  12mV | Cycle=1
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1548mV | Δ=   2mV | Cycle=1
#152 15:45:01 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#153 15:45:02 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#154 15:45:02 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#155 15:45:03 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#156 15:45:04 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#157 15:45:05 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#158 15:45:05 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#159 15:45:06 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#160 15:45:07 | [AA TEST] Total: 33 | Correct AA: 33 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    📥 BATTERY COUNT: 4 → 33
#161 15:45:08 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1546mV | Δ=  12mV | Cycle=3
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1524mV | Δ=  20mV | Cycle=3
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1546mV | Δ=  14mV | Cycle=2
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1530mV | Δ=  16mV | Cycle=2
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1554mV | Δ=   0mV | Cycle=1
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1544mV | Δ=  -4mV | Cycle=2
    ✅ SLOT  7: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1540mV | Δ=  32mV | Cycle=3
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1544mV | Δ=  24mV | Cycle=3
    ✅ SLOT 10: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1534mV | Δ=  28mV | Cycle=2
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1542mV | AAA_OFF=1544mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 12: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1540mV | Δ=  20mV | Cycle=3
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1550mV | Δ=  -4mV | Cycle=2
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1554mV | Δ=  -2mV | Cycle=1
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1532mV | AAA_OFF=1524mV | Δ=   8mV | Cycle=2
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1578mV | AAA_OFF=1570mV | Δ=   8mV | Cycle=2
    ✅ SLOT 18: KLVR-AA  | AAA_ON=1542mV | AAA_OFF=1558mV | Δ= -16mV | Cycle=1
    ✅ SLOT 19: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 20: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1568mV | Δ=  -4mV | Cycle=2
    ✅ SLOT 21: KLVR-AA  | AAA_ON=1538mV | AAA_OFF=1542mV | Δ=  -4mV | Cycle=3
    ✅ SLOT 22: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1556mV | Δ=   2mV | Cycle=1
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1596mV | Δ= -28mV | Cycle=1
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1536mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1570mV | Δ=   0mV | Cycle=2
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1542mV | Δ=  26mV | Cycle=1
    ✅ SLOT 27: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1584mV | Δ= -22mV | Cycle=1
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1574mV | Δ=  -8mV | Cycle=3
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1590mV | AAA_OFF=1588mV | Δ=   2mV | Cycle=1
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1566mV | Δ=   0mV | Cycle=2
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1560mV | Δ=   8mV | Cycle=1
    ✅ SLOT 33: KLVR-AA  | AAA_ON=1530mV | AAA_OFF=1540mV | Δ= -10mV | Cycle=2
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1542mV | Δ=  30mV | Cycle=1
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1548mV | Δ=   2mV | Cycle=1
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1560mV | Δ=  -8mV | Cycle=2
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1532mV | AAA_OFF=1562mV | Δ= -30mV | Cycle=2
    ✅ SLOT 38: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1556mV | Δ=  -2mV | Cycle=1
    ✅ SLOT 39: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1558mV | Δ=   6mV | Cycle=2
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1570mV | Δ=  -6mV | Cycle=1
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1576mV | Δ=  -4mV | Cycle=3
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1564mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1560mV | Δ=   0mV | Cycle=3
    ✅ SLOT 44: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1544mV | Δ=   8mV | Cycle=2
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1540mV | Δ=   0mV | Cycle=3
    ✅ SLOT 46: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1580mV | Δ= -22mV | Cycle=1
    📥 BATTERY COUNT: 33 → 47
#162 15:45:08 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#163 15:45:09 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#164 15:45:10 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#165 15:45:11 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#166 15:45:11 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#167 15:45:12 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#168 15:45:13 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#169 15:45:14 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#170 15:45:14 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#171 15:45:15 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1546mV | Δ=  12mV | Cycle=3
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1524mV | Δ=  20mV | Cycle=3
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1546mV | Δ=  14mV | Cycle=2
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1530mV | Δ=  16mV | Cycle=2
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1554mV | Δ=   0mV | Cycle=1
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1544mV | Δ=  -4mV | Cycle=2
    ✅ SLOT  7: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1540mV | Δ=  32mV | Cycle=3
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1544mV | Δ=  24mV | Cycle=3
    ✅ SLOT 10: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1534mV | Δ=  28mV | Cycle=2
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1542mV | AAA_OFF=1544mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 12: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1540mV | Δ=  20mV | Cycle=3
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1550mV | Δ=  -4mV | Cycle=2
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1554mV | Δ=  -2mV | Cycle=1
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1532mV | AAA_OFF=1524mV | Δ=   8mV | Cycle=2
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1578mV | AAA_OFF=1570mV | Δ=   8mV | Cycle=2
    ✅ SLOT 18: KLVR-AA  | AAA_ON=1542mV | AAA_OFF=1558mV | Δ= -16mV | Cycle=1
    ✅ SLOT 19: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 20: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1568mV | Δ=  -4mV | Cycle=2
    ✅ SLOT 21: KLVR-AA  | AAA_ON=1538mV | AAA_OFF=1542mV | Δ=  -4mV | Cycle=3
    ✅ SLOT 22: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1556mV | Δ=   2mV | Cycle=1
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1596mV | Δ= -28mV | Cycle=1
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1536mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1570mV | Δ=   0mV | Cycle=2
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1542mV | Δ=  26mV | Cycle=1
    ✅ SLOT 27: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1584mV | Δ= -22mV | Cycle=1
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1574mV | Δ=  -8mV | Cycle=3
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1590mV | AAA_OFF=1588mV | Δ=   2mV | Cycle=1
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1566mV | Δ=   0mV | Cycle=2
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1560mV | Δ=   8mV | Cycle=1
    ✅ SLOT 33: KLVR-AA  | AAA_ON=1530mV | AAA_OFF=1540mV | Δ= -10mV | Cycle=2
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1542mV | Δ=  30mV | Cycle=1
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1548mV | Δ=   2mV | Cycle=1
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1560mV | Δ=  -8mV | Cycle=2
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1532mV | AAA_OFF=1562mV | Δ= -30mV | Cycle=2
    ✅ SLOT 38: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1556mV | Δ=  -2mV | Cycle=1
    ✅ SLOT 39: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1558mV | Δ=   6mV | Cycle=2
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1570mV | Δ=  -6mV | Cycle=1
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1576mV | Δ=  -4mV | Cycle=3
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1564mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1560mV | Δ=   0mV | Cycle=3
    ✅ SLOT 44: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1544mV | Δ=   8mV | Cycle=2
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1540mV | Δ=   0mV | Cycle=3
    ✅ SLOT 46: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1580mV | Δ= -22mV | Cycle=1
#172 15:45:16 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#173 15:45:17 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#174 15:45:17 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#175 15:45:18 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#176 15:45:19 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#177 15:45:19 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#178 15:45:20 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#179 15:45:21 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#180 15:45:22 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#181 15:45:22 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1546mV | Δ=  12mV | Cycle=3
    ✅ SLOT  1: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1546mV | Δ=  14mV | Cycle=2
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1530mV | Δ=  16mV | Cycle=2
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1552mV | Δ=   0mV | Cycle=1
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1544mV | Δ=  -4mV | Cycle=2
    ✅ SLOT  7: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT  8: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1544mV | Δ=  24mV | Cycle=3
    ✅ SLOT 10: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1534mV | Δ=  28mV | Cycle=2
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1542mV | AAA_OFF=1544mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 12: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1550mV | Δ=  -4mV | Cycle=2
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1554mV | Δ=  -2mV | Cycle=1
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1534mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1578mV | AAA_OFF=1570mV | Δ=   8mV | Cycle=2
    ✅ SLOT 18: KLVR-AA  | AAA_ON=1542mV | AAA_OFF=1558mV | Δ= -16mV | Cycle=1
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 20: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 21: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 22: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1556mV | Δ=   2mV | Cycle=1
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1596mV | Δ= -28mV | Cycle=1
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1588mV | AAA_OFF=1574mV | Δ=   0mV | Cycle=2
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1542mV | Δ=  26mV | Cycle=1
    ✅ SLOT 27: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1580mV | AAA_OFF=1574mV | Δ=   0mV | Cycle=1
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1576mV | AAA_OFF=1576mV | Δ=   0mV | Cycle=3
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1590mV | AAA_OFF=1588mV | Δ=   2mV | Cycle=1
    ✅ SLOT 31: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1560mV | Δ=   8mV | Cycle=1
    ✅ SLOT 33: KLVR-AA  | AAA_ON=1530mV | AAA_OFF=1540mV | Δ= -10mV | Cycle=2
    ✅ SLOT 34: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1548mV | Δ=   2mV | Cycle=1
    ✅ SLOT 36: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1532mV | AAA_OFF=1562mV | Δ= -30mV | Cycle=2
    ✅ SLOT 38: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1556mV | Δ=  -2mV | Cycle=1
    ✅ SLOT 39: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1558mV | Δ=   6mV | Cycle=2
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1570mV | Δ=  -6mV | Cycle=1
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1576mV | Δ=  -4mV | Cycle=3
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1564mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1560mV | Δ=   0mV | Cycle=3
    ✅ SLOT 44: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1544mV | Δ=   8mV | Cycle=2
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1540mV | Δ=   0mV | Cycle=3
    ✅ SLOT 46: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1580mV | Δ= -22mV | Cycle=1
#182 15:45:23 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#183 15:45:24 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#184 15:45:25 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#185 15:45:25 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#186 15:45:26 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#187 15:45:27 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#188 15:45:28 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#189 15:45:28 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#190 15:45:29 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#191 15:45:30 | [AA TEST] Total: 47 | Correct AA: 47 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1546mV | Δ=  12mV | Cycle=3
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1530mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1546mV | Δ=  14mV | Cycle=2
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1530mV | Δ=  16mV | Cycle=2
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1558mV | Δ=   0mV | Cycle=1
    ✅ SLOT  5: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1544mV | Δ=  -4mV | Cycle=2
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
