KLVR Charger Detection Monitor - Started 2025-08-26 14:54:34
Monitoring: http://10.110.73.155:8000
============================================================

#  1 14:54:34 | [AAA TEST] Total: 15 | Detected AAA: 15 | Failed to detect:  0 | Retries: 0 | ✅ All detected
    ✅ SLOT 12: KLVR-AAA | AAA_ON=1562mV | AAA_OFF=1562mV | Δ=   0mV | Cycle=3
    ✅ SLOT 29: KLVR-AAA | AAA_ON=1436mV | AAA_OFF=1088mV | Δ= 348mV | Cycle=1
    ✅ SLOT 30: KLVR-AAA | AAA_ON=1540mV | AAA_OFF=1182mV | Δ= 358mV | Cycle=2
    ✅ SLOT 31: KLVR-AAA | AAA_ON=1542mV | AAA_OFF=1542mV | Δ=   0mV | Cycle=2
    ✅ SLOT 32: KLVR-AAA | AAA_ON=1554mV | AAA_OFF=1204mV | Δ= 350mV | Cycle=1
    ✅ SLOT 33: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=1200mV | Δ= 344mV | Cycle=2
    ✅ SLOT 34: KLVR-AAA | AAA_ON=1572mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 35: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1562mV | Δ=1562mV | Cycle=2
    ✅ SLOT 36: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=1554mV | Δ=1548mV | Cycle=2
    ✅ SLOT 37: KLVR-AAA | AAA_ON=1580mV | AAA_OFF=1582mV | Δ=1580mV | Cycle=1
    ✅ SLOT 38: KLVR-AAA | AAA_ON=1568mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 39: KLVR-AAA | AAA_ON=1570mV | AAA_OFF=1568mV | Δ=1570mV | Cycle=1
    ✅ SLOT 40: KLVR-AAA | AAA_ON=1586mV | AAA_OFF=1588mV | Δ=1584mV | Cycle=2
    ✅ SLOT 41: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1546mV | Δ=   0mV | Cycle=1
    ✅ SLOT 42: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 43: KLVR-AAA | AAA_ON=1586mV | AAA_OFF=1590mV | Δ=1588mV | Cycle=2
    ✅ SLOT 44: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1548mV | Δ=1546mV | Cycle=3
    ✅ SLOT 45: KLVR-AAA | AAA_ON=1554mV | AAA_OFF=1552mV | Δ=1552mV | Cycle=1
    ✅ SLOT 46: KLVR-AAA | AAA_ON=1558mV | AAA_OFF=1558mV | Δ=   0mV | Cycle=2
    ✅ SLOT 47: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    🚨🚨 AAA DETECTION FAILURE! 1 AAA batteries not detected!
    🔬 SLOT 14 DETAILS: Detected=KLVR-AA | AAA_ON=1546mV | AAA_OFF=1544mV | Δ=2mV | Cycle=1
# 64 14:55:20 | [AAA TEST] Total: 25 | Detected AAA: 24 | Failed to detect:  1 | Retries: 0 | 🚨 DETECTION FAILED!
    ✅ SLOT 12: KLVR-AAA | AAA_ON=1562mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 13: KLVR-AAA | AAA_ON=1562mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    🚨 SLOT 14: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1544mV | Δ=   2mV | Cycle=1
    ✅ SLOT 24: KLVR-AAA | AAA_ON=1282mV | AAA_OFF= 948mV | Δ= 334mV | Cycle=3
    ✅ SLOT 27: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 28: KLVR-AAA | AAA_ON=1528mV | AAA_OFF=1168mV | Δ= 360mV | Cycle=2
    ✅ SLOT 29: KLVR-AAA | AAA_ON=1436mV | AAA_OFF=1088mV | Δ= 348mV | Cycle=1
    ✅ SLOT 30: KLVR-AAA | AAA_ON=1540mV | AAA_OFF=1182mV | Δ= 358mV | Cycle=2
    ✅ SLOT 31: KLVR-AAA | AAA_ON=1542mV | AAA_OFF=1542mV | Δ=   0mV | Cycle=2
    ✅ SLOT 32: KLVR-AAA | AAA_ON=1554mV | AAA_OFF=1204mV | Δ= 350mV | Cycle=1
    ✅ SLOT 33: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=1200mV | Δ= 344mV | Cycle=2
    ✅ SLOT 34: KLVR-AAA | AAA_ON=1572mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 35: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1562mV | Δ=1562mV | Cycle=2
    ✅ SLOT 36: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=1554mV | Δ=1548mV | Cycle=2
    ✅ SLOT 37: KLVR-AAA | AAA_ON=1580mV | AAA_OFF=1582mV | Δ=1580mV | Cycle=1
    ✅ SLOT 38: KLVR-AAA | AAA_ON=1568mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 39: KLVR-AAA | AAA_ON=1570mV | AAA_OFF=1568mV | Δ=1570mV | Cycle=1
    ✅ SLOT 40: KLVR-AAA | AAA_ON=1586mV | AAA_OFF=1588mV | Δ=1584mV | Cycle=2
    ✅ SLOT 41: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1546mV | Δ=   0mV | Cycle=1
    ✅ SLOT 42: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 43: KLVR-AAA | AAA_ON=1586mV | AAA_OFF=1590mV | Δ=1588mV | Cycle=2
    ✅ SLOT 44: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1548mV | Δ=1546mV | Cycle=3
    ✅ SLOT 45: KLVR-AAA | AAA_ON=1554mV | AAA_OFF=1552mV | Δ=1552mV | Cycle=1
    ✅ SLOT 46: KLVR-AAA | AAA_ON=1558mV | AAA_OFF=1558mV | Δ=   0mV | Cycle=2
    ✅ SLOT 47: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    🚨🚨 AAA DETECTION FAILURE! 1 AAA batteries not detected!
    🔬 SLOT 14 DETAILS: Detected=KLVR-AA | AAA_ON=1546mV | AAA_OFF=1544mV | Δ=2mV | Cycle=1
# 65 14:55:21 | [AAA TEST] Total: 25 | Detected AAA: 24 | Failed to detect:  1 | Retries: 0 | 🚨 DETECTION FAILED!
    ✅ SLOT 12: KLVR-AAA | AAA_ON=1562mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 13: KLVR-AAA | AAA_ON=1562mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    🚨 SLOT 14: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1544mV | Δ=   2mV | Cycle=1
    ✅ SLOT 24: KLVR-AAA | AAA_ON=1282mV | AAA_OFF= 948mV | Δ= 334mV | Cycle=3
    ✅ SLOT 27: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 28: KLVR-AAA | AAA_ON=1528mV | AAA_OFF=1168mV | Δ= 360mV | Cycle=2
    ✅ SLOT 29: KLVR-AAA | AAA_ON=1436mV | AAA_OFF=1088mV | Δ= 348mV | Cycle=1
    ✅ SLOT 30: KLVR-AAA | AAA_ON=1540mV | AAA_OFF=1182mV | Δ= 358mV | Cycle=2
    ✅ SLOT 31: KLVR-AAA | AAA_ON=1542mV | AAA_OFF=1542mV | Δ=   0mV | Cycle=2
    ✅ SLOT 32: KLVR-AAA | AAA_ON=1554mV | AAA_OFF=1204mV | Δ= 350mV | Cycle=1
    ✅ SLOT 33: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=1200mV | Δ= 344mV | Cycle=2
    ✅ SLOT 34: KLVR-AAA | AAA_ON=1572mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 35: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1562mV | Δ=1562mV | Cycle=2
    ✅ SLOT 36: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=1554mV | Δ=1548mV | Cycle=2
    ✅ SLOT 37: KLVR-AAA | AAA_ON=1580mV | AAA_OFF=1582mV | Δ=1580mV | Cycle=1
    ✅ SLOT 38: KLVR-AAA | AAA_ON=1568mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 39: KLVR-AAA | AAA_ON=1570mV | AAA_OFF=1568mV | Δ=1570mV | Cycle=1
    ✅ SLOT 40: KLVR-AAA | AAA_ON=1586mV | AAA_OFF=1588mV | Δ=1584mV | Cycle=2
    ✅ SLOT 41: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1546mV | Δ=   0mV | Cycle=1
    ✅ SLOT 42: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 43: KLVR-AAA | AAA_ON=1586mV | AAA_OFF=1590mV | Δ=1588mV | Cycle=2
    ✅ SLOT 44: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1548mV | Δ=1546mV | Cycle=3
    ✅ SLOT 45: KLVR-AAA | AAA_ON=1554mV | AAA_OFF=1552mV | Δ=1552mV | Cycle=1
    ✅ SLOT 46: KLVR-AAA | AAA_ON=1558mV | AAA_OFF=1558mV | Δ=   0mV | Cycle=2
    ✅ SLOT 47: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    🚨🚨 AAA DETECTION FAILURE! 1 AAA batteries not detected!
    🔬 SLOT 14 DETAILS: Detected=KLVR-AA | AAA_ON=1546mV | AAA_OFF=1544mV | Δ=2mV | Cycle=1
# 66 14:55:22 | [AAA TEST] Total: 25 | Detected AAA: 24 | Failed to detect:  1 | Retries: 0 | 🚨 DETECTION FAILED!
    ✅ SLOT 12: KLVR-AAA | AAA_ON=1562mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 13: KLVR-AAA | AAA_ON=1562mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    🚨 SLOT 14: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1544mV | Δ=   2mV | Cycle=1
    ✅ SLOT 24: KLVR-AAA | AAA_ON=1282mV | AAA_OFF= 948mV | Δ= 334mV | Cycle=3
    ✅ SLOT 27: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 28: KLVR-AAA | AAA_ON=1528mV | AAA_OFF=1168mV | Δ= 360mV | Cycle=2
    ✅ SLOT 29: KLVR-AAA | AAA_ON=1436mV | AAA_OFF=1088mV | Δ= 348mV | Cycle=1
    ✅ SLOT 30: KLVR-AAA | AAA_ON=1540mV | AAA_OFF=1182mV | Δ= 358mV | Cycle=2
    ✅ SLOT 31: KLVR-AAA | AAA_ON=1542mV | AAA_OFF=1542mV | Δ=   0mV | Cycle=2
    ✅ SLOT 32: KLVR-AAA | AAA_ON=1554mV | AAA_OFF=1204mV | Δ= 350mV | Cycle=1
    ✅ SLOT 33: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=1200mV | Δ= 344mV | Cycle=2
    ✅ SLOT 34: KLVR-AAA | AAA_ON=1572mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 35: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1562mV | Δ=1562mV | Cycle=2
    ✅ SLOT 36: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=1554mV | Δ=1548mV | Cycle=2
    ✅ SLOT 37: KLVR-AAA | AAA_ON=1580mV | AAA_OFF=1582mV | Δ=1580mV | Cycle=1
    ✅ SLOT 38: KLVR-AAA | AAA_ON=1568mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 39: KLVR-AAA | AAA_ON=1570mV | AAA_OFF=1568mV | Δ=1570mV | Cycle=1
    ✅ SLOT 40: KLVR-AAA | AAA_ON=1586mV | AAA_OFF=1588mV | Δ=1584mV | Cycle=2
    ✅ SLOT 41: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1546mV | Δ=   0mV | Cycle=1
    ✅ SLOT 42: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 43: KLVR-AAA | AAA_ON=1586mV | AAA_OFF=1590mV | Δ=1588mV | Cycle=2
    ✅ SLOT 44: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1548mV | Δ=1546mV | Cycle=3
    ✅ SLOT 45: KLVR-AAA | AAA_ON=1554mV | AAA_OFF=1552mV | Δ=1552mV | Cycle=1
    ✅ SLOT 46: KLVR-AAA | AAA_ON=1558mV | AAA_OFF=1558mV | Δ=   0mV | Cycle=2
    ✅ SLOT 47: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    🚨🚨 AAA DETECTION FAILURE! 1 AAA batteries not detected!
    🔬 SLOT 14 DETAILS: Detected=KLVR-AA | AAA_ON=1546mV | AAA_OFF=1544mV | Δ=2mV | Cycle=1
# 67 14:55:23 | [AAA TEST] Total: 25 | Detected AAA: 24 | Failed to detect:  1 | Retries: 0 | 🚨 DETECTION FAILED!
    ✅ SLOT 12: KLVR-AAA | AAA_ON=1562mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 13: KLVR-AAA | AAA_ON=1562mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    🚨 SLOT 14: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1544mV | Δ=   2mV | Cycle=1
    ✅ SLOT 24: KLVR-AAA | AAA_ON=1282mV | AAA_OFF= 948mV | Δ= 334mV | Cycle=3
    ✅ SLOT 27: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 28: KLVR-AAA | AAA_ON=1528mV | AAA_OFF=1168mV | Δ= 360mV | Cycle=2
    ✅ SLOT 29: KLVR-AAA | AAA_ON=1436mV | AAA_OFF=1088mV | Δ= 348mV | Cycle=1
    ✅ SLOT 30: KLVR-AAA | AAA_ON=1540mV | AAA_OFF=1182mV | Δ= 358mV | Cycle=2
    ✅ SLOT 31: KLVR-AAA | AAA_ON=1542mV | AAA_OFF=1542mV | Δ=   0mV | Cycle=2
    ✅ SLOT 32: KLVR-AAA | AAA_ON=1554mV | AAA_OFF=1204mV | Δ= 350mV | Cycle=1
    ✅ SLOT 33: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=1200mV | Δ= 344mV | Cycle=2
    ✅ SLOT 34: KLVR-AAA | AAA_ON=1572mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 35: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1562mV | Δ=1562mV | Cycle=2
    ✅ SLOT 36: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=1554mV | Δ=1548mV | Cycle=2
    ✅ SLOT 37: KLVR-AAA | AAA_ON=1580mV | AAA_OFF=1582mV | Δ=1580mV | Cycle=1
    ✅ SLOT 38: KLVR-AAA | AAA_ON=1568mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 39: KLVR-AAA | AAA_ON=1570mV | AAA_OFF=1568mV | Δ=1570mV | Cycle=1
    ✅ SLOT 40: KLVR-AAA | AAA_ON=1586mV | AAA_OFF=1588mV | Δ=1584mV | Cycle=2
    ✅ SLOT 41: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1546mV | Δ=   0mV | Cycle=1
    ✅ SLOT 42: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 43: KLVR-AAA | AAA_ON=1586mV | AAA_OFF=1590mV | Δ=1588mV | Cycle=2
    ✅ SLOT 44: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1548mV | Δ=1546mV | Cycle=3
    ✅ SLOT 45: KLVR-AAA | AAA_ON=1554mV | AAA_OFF=1552mV | Δ=1552mV | Cycle=1
    ✅ SLOT 46: KLVR-AAA | AAA_ON=1558mV | AAA_OFF=1558mV | Δ=   0mV | Cycle=2
    ✅ SLOT 47: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    🚨🚨 AAA DETECTION FAILURE! 1 AAA batteries not detected!
    🔬 SLOT 14 DETAILS: Detected=KLVR-AA | AAA_ON=1546mV | AAA_OFF=1544mV | Δ=2mV | Cycle=1
# 68 14:55:23 | [AAA TEST] Total: 25 | Detected AAA: 24 | Failed to detect:  1 | Retries: 0 | 🚨 DETECTION FAILED!
    ✅ SLOT 12: KLVR-AAA | AAA_ON=1562mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 13: KLVR-AAA | AAA_ON=1562mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    🚨 SLOT 14: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1544mV | Δ=   2mV | Cycle=1
    ✅ SLOT 24: KLVR-AAA | AAA_ON=1282mV | AAA_OFF= 948mV | Δ= 334mV | Cycle=3
    ✅ SLOT 27: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 28: KLVR-AAA | AAA_ON=1528mV | AAA_OFF=1168mV | Δ= 360mV | Cycle=2
    ✅ SLOT 29: KLVR-AAA | AAA_ON=1436mV | AAA_OFF=1088mV | Δ= 348mV | Cycle=1
    ✅ SLOT 30: KLVR-AAA | AAA_ON=1540mV | AAA_OFF=1182mV | Δ= 358mV | Cycle=2
    ✅ SLOT 31: KLVR-AAA | AAA_ON=1542mV | AAA_OFF=1542mV | Δ=   0mV | Cycle=2
    ✅ SLOT 32: KLVR-AAA | AAA_ON=1554mV | AAA_OFF=1204mV | Δ= 350mV | Cycle=1
    ✅ SLOT 33: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=1200mV | Δ= 344mV | Cycle=2
    ✅ SLOT 34: KLVR-AAA | AAA_ON=1572mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 35: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1562mV | Δ=1562mV | Cycle=2
    ✅ SLOT 36: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=1554mV | Δ=1548mV | Cycle=2
    ✅ SLOT 37: KLVR-AAA | AAA_ON=1580mV | AAA_OFF=1582mV | Δ=1580mV | Cycle=1
    ✅ SLOT 38: KLVR-AAA | AAA_ON=1568mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 39: KLVR-AAA | AAA_ON=1570mV | AAA_OFF=1568mV | Δ=1570mV | Cycle=1
    ✅ SLOT 40: KLVR-AAA | AAA_ON=1586mV | AAA_OFF=1588mV | Δ=1584mV | Cycle=2
    ✅ SLOT 41: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1546mV | Δ=   0mV | Cycle=1
    ✅ SLOT 42: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 43: KLVR-AAA | AAA_ON=1586mV | AAA_OFF=1590mV | Δ=1588mV | Cycle=2
    ✅ SLOT 44: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1548mV | Δ=1546mV | Cycle=3
    ✅ SLOT 45: KLVR-AAA | AAA_ON=1554mV | AAA_OFF=1552mV | Δ=1552mV | Cycle=1
    ✅ SLOT 46: KLVR-AAA | AAA_ON=1558mV | AAA_OFF=1558mV | Δ=   0mV | Cycle=2
    ✅ SLOT 47: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    🚨🚨 AAA DETECTION FAILURE! 1 AAA batteries not detected!
    🔬 SLOT 14 DETAILS: Detected=KLVR-AA | AAA_ON=1546mV | AAA_OFF=1544mV | Δ=2mV | Cycle=1
# 69 14:55:24 | [AAA TEST] Total: 25 | Detected AAA: 24 | Failed to detect:  1 | Retries: 0 | 🚨 DETECTION FAILED!
    ✅ SLOT 12: KLVR-AAA | AAA_ON=1562mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 13: KLVR-AAA | AAA_ON=1562mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    🚨 SLOT 14: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1544mV | Δ=   2mV | Cycle=1
    ✅ SLOT 24: KLVR-AAA | AAA_ON=1282mV | AAA_OFF= 948mV | Δ= 334mV | Cycle=3
    ✅ SLOT 27: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 28: KLVR-AAA | AAA_ON=1528mV | AAA_OFF=1168mV | Δ= 360mV | Cycle=2
    ✅ SLOT 29: KLVR-AAA | AAA_ON=1436mV | AAA_OFF=1088mV | Δ= 348mV | Cycle=1
    ✅ SLOT 30: KLVR-AAA | AAA_ON=1540mV | AAA_OFF=1182mV | Δ= 358mV | Cycle=2
    ✅ SLOT 31: KLVR-AAA | AAA_ON=1542mV | AAA_OFF=1542mV | Δ=   0mV | Cycle=2
    ✅ SLOT 32: KLVR-AAA | AAA_ON=1554mV | AAA_OFF=1204mV | Δ= 350mV | Cycle=1
    ✅ SLOT 33: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=1200mV | Δ= 344mV | Cycle=2
    ✅ SLOT 34: KLVR-AAA | AAA_ON=1572mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 35: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1562mV | Δ=1562mV | Cycle=2
    ✅ SLOT 36: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=1554mV | Δ=1548mV | Cycle=2
    ✅ SLOT 37: KLVR-AAA | AAA_ON=1580mV | AAA_OFF=1582mV | Δ=1580mV | Cycle=1
    ✅ SLOT 38: KLVR-AAA | AAA_ON=1568mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 39: KLVR-AAA | AAA_ON=1570mV | AAA_OFF=1568mV | Δ=1570mV | Cycle=1
    ✅ SLOT 40: KLVR-AAA | AAA_ON=1586mV | AAA_OFF=1588mV | Δ=1584mV | Cycle=2
    ✅ SLOT 41: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1546mV | Δ=   0mV | Cycle=1
    ✅ SLOT 42: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 43: KLVR-AAA | AAA_ON=1586mV | AAA_OFF=1590mV | Δ=1588mV | Cycle=2
    ✅ SLOT 44: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1548mV | Δ=1546mV | Cycle=3
    ✅ SLOT 45: KLVR-AAA | AAA_ON=1554mV | AAA_OFF=1552mV | Δ=1552mV | Cycle=1
    ✅ SLOT 46: KLVR-AAA | AAA_ON=1558mV | AAA_OFF=1558mV | Δ=   0mV | Cycle=2
    ✅ SLOT 47: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    🚨🚨 AAA DETECTION FAILURE! 1 AAA batteries not detected!
    🔬 SLOT 14 DETAILS: Detected=KLVR-AA | AAA_ON=1546mV | AAA_OFF=1544mV | Δ=2mV | Cycle=1
# 70 14:55:25 | [AAA TEST] Total: 25 | Detected AAA: 24 | Failed to detect:  1 | Retries: 0 | 🚨 DETECTION FAILED!
    ✅ SLOT 12: KLVR-AAA | AAA_ON=1562mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 13: KLVR-AAA | AAA_ON=1562mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    🚨 SLOT 14: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1544mV | Δ=   2mV | Cycle=1
    ✅ SLOT 24: KLVR-AAA | AAA_ON=1282mV | AAA_OFF= 948mV | Δ= 334mV | Cycle=3
    ✅ SLOT 27: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 28: KLVR-AAA | AAA_ON=1528mV | AAA_OFF=1168mV | Δ= 360mV | Cycle=2
    ✅ SLOT 29: KLVR-AAA | AAA_ON=1436mV | AAA_OFF=1088mV | Δ= 348mV | Cycle=1
    ✅ SLOT 30: KLVR-AAA | AAA_ON=1540mV | AAA_OFF=1182mV | Δ= 358mV | Cycle=2
    ✅ SLOT 31: KLVR-AAA | AAA_ON=1542mV | AAA_OFF=1542mV | Δ=   0mV | Cycle=2
    ✅ SLOT 32: KLVR-AAA | AAA_ON=1554mV | AAA_OFF=1204mV | Δ= 350mV | Cycle=1
    ✅ SLOT 33: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=1200mV | Δ= 344mV | Cycle=2
    ✅ SLOT 34: KLVR-AAA | AAA_ON=1572mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 35: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1562mV | Δ=1562mV | Cycle=2
    ✅ SLOT 36: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=1554mV | Δ=1548mV | Cycle=2
    ✅ SLOT 37: KLVR-AAA | AAA_ON=1580mV | AAA_OFF=1582mV | Δ=1580mV | Cycle=1
    ✅ SLOT 38: KLVR-AAA | AAA_ON=1568mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 39: KLVR-AAA | AAA_ON=1570mV | AAA_OFF=1568mV | Δ=1570mV | Cycle=1
    ✅ SLOT 40: KLVR-AAA | AAA_ON=1586mV | AAA_OFF=1588mV | Δ=1584mV | Cycle=2
    ✅ SLOT 41: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1546mV | Δ=   0mV | Cycle=1
    ✅ SLOT 42: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 43: KLVR-AAA | AAA_ON=1586mV | AAA_OFF=1590mV | Δ=1588mV | Cycle=2
    ✅ SLOT 44: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1548mV | Δ=1546mV | Cycle=3
    ✅ SLOT 45: KLVR-AAA | AAA_ON=1554mV | AAA_OFF=1552mV | Δ=1552mV | Cycle=1
    ✅ SLOT 46: KLVR-AAA | AAA_ON=1558mV | AAA_OFF=1558mV | Δ=   0mV | Cycle=2
    ✅ SLOT 47: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    🚨🚨 AAA DETECTION FAILURE! 1 AAA batteries not detected!
    🔬 SLOT 14 DETAILS: Detected=KLVR-AA | AAA_ON=1546mV | AAA_OFF=1544mV | Δ=2mV | Cycle=1
# 71 14:55:26 | [AAA TEST] Total: 25 | Detected AAA: 24 | Failed to detect:  1 | Retries: 0 | 🚨 DETECTION FAILED!
    ✅ SLOT 12: KLVR-AAA | AAA_ON=1562mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 13: KLVR-AAA | AAA_ON=1562mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    🚨 SLOT 14: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1544mV | Δ=   2mV | Cycle=1
    ✅ SLOT 24: KLVR-AAA | AAA_ON=1282mV | AAA_OFF= 948mV | Δ= 334mV | Cycle=3
    ✅ SLOT 27: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
