KLVR Charger Detection Monitor - Started 2025-08-26 15:07:09
Monitoring: http://10.110.73.155:8000
============================================================

#  1 15:07:14 | ❌ Connection failed
#  2 15:07:20 | ❌ Connection failed
#  3 15:07:25 | ❌ Connection failed
#  4 15:07:31 | ❌ Connection failed
#  5 15:07:33 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#  6 15:07:33 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#  7 15:07:34 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#  8 15:07:35 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#  9 15:07:36 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
# 10 15:07:36 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
# 11 15:07:37 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
    ✅ SLOT 24: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1192mV | Δ= 368mV | Cycle=2
    ✅ SLOT 47: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1202mV | Δ= 346mV | Cycle=2
    🚨🚨 AAA DETECTION FAILURE! 1 AAA batteries not detected!
    🔬 SLOT 26 DETAILS: Detected=KLVR-AA | AAA_ON=1094mV | AAA_OFF=1096mV | Δ=-2mV | Cycle=2
#284 15:10:59 | [AAA TEST] Total: 24 | Detected AAA: 23 | Failed to detect:  1 | Retries: 0 | 🚨 DETECTION FAILED!
    ✅ SLOT 24: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1264mV | Δ= 296mV | Cycle=1
    ✅ SLOT 25: KLVR-AAA | AAA_ON=1538mV | AAA_OFF=1242mV | Δ= 296mV | Cycle=2
    🚨 SLOT 26: KLVR-AA  | AAA_ON=1094mV | AAA_OFF=1096mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 27: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=1234mV | Δ= 318mV | Cycle=2
    ✅ SLOT 28: KLVR-AAA | AAA_ON=1540mV | AAA_OFF=1244mV | Δ= 296mV | Cycle=1
    ✅ SLOT 29: KLVR-AAA | AAA_ON=1470mV | AAA_OFF=1128mV | Δ= 342mV | Cycle=2
    ✅ SLOT 30: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=1238mV | Δ= 306mV | Cycle=2
    ✅ SLOT 31: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1238mV | Δ= 310mV | Cycle=1
    ✅ SLOT 32: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1242mV | Δ= 304mV | Cycle=2
    ✅ SLOT 33: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1254mV | Δ= 294mV | Cycle=2
    ✅ SLOT 34: KLVR-AAA | AAA_ON=1570mV | AAA_OFF=1228mV | Δ= 342mV | Cycle=3
    ✅ SLOT 35: KLVR-AAA | AAA_ON=1580mV | AAA_OFF=1240mV | Δ= 340mV | Cycle=3
    ✅ SLOT 36: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1214mV | Δ= 336mV | Cycle=2
    ✅ SLOT 37: KLVR-AAA | AAA_ON=1582mV | AAA_OFF=1288mV | Δ= 294mV | Cycle=2
    ✅ SLOT 38: KLVR-AAA | AAA_ON=1566mV | AAA_OFF=1258mV | Δ= 308mV | Cycle=1
    ✅ SLOT 39: KLVR-AAA | AAA_ON=1570mV | AAA_OFF=1280mV | Δ= 290mV | Cycle=2
    ✅ SLOT 40: KLVR-AAA | AAA_ON=1580mV | AAA_OFF=1284mV | Δ= 296mV | Cycle=2
    ✅ SLOT 41: KLVR-AAA | AAA_ON= 310mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 42: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=1242mV | Δ= 302mV | Cycle=2
    ✅ SLOT 43: KLVR-AAA | AAA_ON=1588mV | AAA_OFF=1278mV | Δ= 310mV | Cycle=2
    ✅ SLOT 44: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=1198mV | Δ= 346mV | Cycle=2
    ✅ SLOT 45: KLVR-AAA | AAA_ON=1556mV | AAA_OFF=1254mV | Δ= 302mV | Cycle=3
    ✅ SLOT 46: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=1252mV | Δ= 312mV | Cycle=1
    ✅ SLOT 47: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1202mV | Δ= 346mV | Cycle=2
    🚨🚨 AAA DETECTION FAILURE! 1 AAA batteries not detected!
    🔬 SLOT 26 DETAILS: Detected=KLVR-AA | AAA_ON=1094mV | AAA_OFF=1096mV | Δ=-2mV | Cycle=2
#285 15:11:00 | [AAA TEST] Total: 24 | Detected AAA: 23 | Failed to detect:  1 | Retries: 0 | 🚨 DETECTION FAILED!
    ✅ SLOT 24: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=1264mV | Δ= 300mV | Cycle=1
    ✅ SLOT 25: KLVR-AAA | AAA_ON=1538mV | AAA_OFF=1242mV | Δ= 296mV | Cycle=2
    🚨 SLOT 26: KLVR-AA  | AAA_ON=1094mV | AAA_OFF=1096mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 27: KLVR-AAA | AAA_ON= 264mV | AAA_OFF= 318mV | Δ=   0mV
    ✅ SLOT 28: KLVR-AAA | AAA_ON=1538mV | AAA_OFF=1246mV | Δ= 292mV | Cycle=2
    ✅ SLOT 29: KLVR-AAA | AAA_ON=1470mV | AAA_OFF=1128mV | Δ= 342mV | Cycle=2
    ✅ SLOT 30: KLVR-AAA | AAA_ON=1536mV | AAA_OFF=1184mV | Δ= 352mV | Cycle=3
    ✅ SLOT 31: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1244mV | Δ= 302mV | Cycle=1
    ✅ SLOT 32: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=1198mV | Δ= 346mV | Cycle=2
    ✅ SLOT 33: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1250mV | Δ= 298mV | Cycle=2
    ✅ SLOT 34: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=1256mV | Δ= 308mV | Cycle=1
    ✅ SLOT 35: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1254mV | Δ= 292mV | Cycle=1
    ✅ SLOT 36: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1210mV | Δ= 350mV | Cycle=2
    ✅ SLOT 37: KLVR-AAA | AAA_ON= 286mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 38: KLVR-AAA | AAA_ON=1566mV | AAA_OFF=1244mV | Δ= 322mV | Cycle=3
    ✅ SLOT 39: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=1268mV | Δ= 296mV | Cycle=1
    ✅ SLOT 40: KLVR-AAA | AAA_ON=1584mV | AAA_OFF=1282mV | Δ= 302mV | Cycle=1
    ✅ SLOT 41: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1242mV | Δ= 308mV | Cycle=1
    ✅ SLOT 42: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1214mV | Δ= 334mV | Cycle=1
    ✅ SLOT 43: KLVR-AAA | AAA_ON=1612mV | AAA_OFF=1276mV | Δ= 336mV | Cycle=3
    ✅ SLOT 44: KLVR-AAA | AAA_ON=1536mV | AAA_OFF=1196mV | Δ= 340mV | Cycle=1
    ✅ SLOT 45: KLVR-AAA | AAA_ON=1572mV | AAA_OFF=1234mV | Δ= 338mV | Cycle=3
    ✅ SLOT 46: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=1218mV | Δ= 334mV | Cycle=2
    ✅ SLOT 47: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1224mV | Δ= 326mV | Cycle=3
    🚨🚨 AAA DETECTION FAILURE! 1 AAA batteries not detected!
    🔬 SLOT 26 DETAILS: Detected=KLVR-AA | AAA_ON=1094mV | AAA_OFF=1096mV | Δ=-2mV | Cycle=2
#286 15:11:01 | [AAA TEST] Total: 24 | Detected AAA: 23 | Failed to detect:  1 | Retries: 0 | 🚨 DETECTION FAILED!
    ✅ SLOT 24: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=1264mV | Δ= 300mV | Cycle=1
    ✅ SLOT 25: KLVR-AAA | AAA_ON=1538mV | AAA_OFF=1242mV | Δ= 296mV | Cycle=2
    🚨 SLOT 26: KLVR-AA  | AAA_ON=1094mV | AAA_OFF=1096mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 27: KLVR-AAA | AAA_ON= 264mV | AAA_OFF= 318mV | Δ=   0mV
    ✅ SLOT 28: KLVR-AAA | AAA_ON=1538mV | AAA_OFF=1246mV | Δ= 292mV | Cycle=2
    ✅ SLOT 29: KLVR-AAA | AAA_ON=1470mV | AAA_OFF=1128mV | Δ= 342mV | Cycle=2
    ✅ SLOT 30: KLVR-AAA | AAA_ON=1536mV | AAA_OFF=1184mV | Δ= 352mV | Cycle=3
    ✅ SLOT 31: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1244mV | Δ= 302mV | Cycle=1
    ✅ SLOT 32: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=1198mV | Δ= 346mV | Cycle=2
    ✅ SLOT 33: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1250mV | Δ= 298mV | Cycle=2
    ✅ SLOT 34: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=1256mV | Δ= 308mV | Cycle=1
    ✅ SLOT 35: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1254mV | Δ= 292mV | Cycle=1
    ✅ SLOT 36: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1210mV | Δ= 350mV | Cycle=2
    ✅ SLOT 37: KLVR-AAA | AAA_ON= 286mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 38: KLVR-AAA | AAA_ON=1566mV | AAA_OFF=1244mV | Δ= 322mV | Cycle=3
    ✅ SLOT 39: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=1268mV | Δ= 296mV | Cycle=1
    ✅ SLOT 40: KLVR-AAA | AAA_ON=1584mV | AAA_OFF=1282mV | Δ= 302mV | Cycle=1
    ✅ SLOT 41: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1242mV | Δ= 308mV | Cycle=1
    ✅ SLOT 42: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1214mV | Δ= 334mV | Cycle=1
    ✅ SLOT 43: KLVR-AAA | AAA_ON=1612mV | AAA_OFF=1276mV | Δ= 336mV | Cycle=3
    ✅ SLOT 44: KLVR-AAA | AAA_ON=1536mV | AAA_OFF=1196mV | Δ= 340mV | Cycle=1
    ✅ SLOT 45: KLVR-AAA | AAA_ON=1572mV | AAA_OFF=1234mV | Δ= 338mV | Cycle=3
    ✅ SLOT 46: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=1218mV | Δ= 334mV | Cycle=2
    ✅ SLOT 47: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1224mV | Δ= 326mV | Cycle=3
    🚨🚨 AAA DETECTION FAILURE! 1 AAA batteries not detected!
    🔬 SLOT 26 DETAILS: Detected=KLVR-AA | AAA_ON=1094mV | AAA_OFF=1096mV | Δ=-2mV | Cycle=2
#287 15:11:01 | [AAA TEST] Total: 24 | Detected AAA: 23 | Failed to detect:  1 | Retries: 0 | 🚨 DETECTION FAILED!
    ✅ SLOT 24: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=1264mV | Δ= 300mV | Cycle=1
    ✅ SLOT 25: KLVR-AAA | AAA_ON=1538mV | AAA_OFF=1242mV | Δ= 296mV | Cycle=2
    🚨 SLOT 26: KLVR-AA  | AAA_ON=1094mV | AAA_OFF=1096mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 27: KLVR-AAA | AAA_ON= 264mV | AAA_OFF= 318mV | Δ=   0mV
    ✅ SLOT 28: KLVR-AAA | AAA_ON=1538mV | AAA_OFF=1246mV | Δ= 292mV | Cycle=2
    ✅ SLOT 29: KLVR-AAA | AAA_ON=1470mV | AAA_OFF=1128mV | Δ= 342mV | Cycle=2
    ✅ SLOT 30: KLVR-AAA | AAA_ON=1536mV | AAA_OFF=1184mV | Δ= 352mV | Cycle=3
    ✅ SLOT 31: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1244mV | Δ= 302mV | Cycle=1
    ✅ SLOT 32: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=1198mV | Δ= 346mV | Cycle=2
    ✅ SLOT 33: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1250mV | Δ= 298mV | Cycle=2
    ✅ SLOT 34: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=1256mV | Δ= 308mV | Cycle=1
    ✅ SLOT 35: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1254mV | Δ= 292mV | Cycle=1
    ✅ SLOT 36: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1210mV | Δ= 350mV | Cycle=2
    ✅ SLOT 37: KLVR-AAA | AAA_ON= 286mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 38: KLVR-AAA | AAA_ON=1566mV | AAA_OFF=1244mV | Δ= 322mV | Cycle=3
    ✅ SLOT 39: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=1268mV | Δ= 296mV | Cycle=1
    ✅ SLOT 40: KLVR-AAA | AAA_ON=1584mV | AAA_OFF=1282mV | Δ= 302mV | Cycle=1
    ✅ SLOT 41: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1242mV | Δ= 308mV | Cycle=1
    ✅ SLOT 42: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1214mV | Δ= 334mV | Cycle=1
    ✅ SLOT 43: KLVR-AAA | AAA_ON=1612mV | AAA_OFF=1276mV | Δ= 336mV | Cycle=3
    ✅ SLOT 44: KLVR-AAA | AAA_ON=1536mV | AAA_OFF=1196mV | Δ= 340mV | Cycle=1
    ✅ SLOT 45: KLVR-AAA | AAA_ON=1572mV | AAA_OFF=1234mV | Δ= 338mV | Cycle=3
    ✅ SLOT 46: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=1218mV | Δ= 334mV | Cycle=2
    ✅ SLOT 47: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1224mV | Δ= 326mV | Cycle=3
    🚨🚨 AAA DETECTION FAILURE! 1 AAA batteries not detected!
    🔬 SLOT 26 DETAILS: Detected=KLVR-AA | AAA_ON=1094mV | AAA_OFF=1096mV | Δ=-2mV | Cycle=2
#288 15:11:02 | [AAA TEST] Total: 24 | Detected AAA: 23 | Failed to detect:  1 | Retries: 0 | 🚨 DETECTION FAILED!
    ✅ SLOT 24: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=1264mV | Δ= 300mV | Cycle=1
    ✅ SLOT 25: KLVR-AAA | AAA_ON=1538mV | AAA_OFF=1242mV | Δ= 296mV | Cycle=2
    🚨 SLOT 26: KLVR-AA  | AAA_ON=1094mV | AAA_OFF=1096mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 27: KLVR-AAA | AAA_ON= 264mV | AAA_OFF= 318mV | Δ=   0mV
    ✅ SLOT 28: KLVR-AAA | AAA_ON=1538mV | AAA_OFF=1246mV | Δ= 292mV | Cycle=2
    ✅ SLOT 29: KLVR-AAA | AAA_ON=1470mV | AAA_OFF=1128mV | Δ= 342mV | Cycle=2
    ✅ SLOT 30: KLVR-AAA | AAA_ON=1536mV | AAA_OFF=1184mV | Δ= 352mV | Cycle=3
    ✅ SLOT 31: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1244mV | Δ= 302mV | Cycle=1
    ✅ SLOT 32: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=1198mV | Δ= 346mV | Cycle=2
    ✅ SLOT 33: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1250mV | Δ= 298mV | Cycle=2
    ✅ SLOT 34: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=1256mV | Δ= 308mV | Cycle=1
    ✅ SLOT 35: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1254mV | Δ= 292mV | Cycle=1
    ✅ SLOT 36: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1210mV | Δ= 350mV | Cycle=2
    ✅ SLOT 37: KLVR-AAA | AAA_ON= 286mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 38: KLVR-AAA | AAA_ON=1566mV | AAA_OFF=1244mV | Δ= 322mV | Cycle=3
    ✅ SLOT 39: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=1268mV | Δ= 296mV | Cycle=1
    ✅ SLOT 40: KLVR-AAA | AAA_ON=1584mV | AAA_OFF=1282mV | Δ= 302mV | Cycle=1
    ✅ SLOT 41: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1242mV | Δ= 308mV | Cycle=1
    ✅ SLOT 42: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1214mV | Δ= 334mV | Cycle=1
    ✅ SLOT 43: KLVR-AAA | AAA_ON=1612mV | AAA_OFF=1276mV | Δ= 336mV | Cycle=3
    ✅ SLOT 44: KLVR-AAA | AAA_ON=1536mV | AAA_OFF=1196mV | Δ= 340mV | Cycle=1
    ✅ SLOT 45: KLVR-AAA | AAA_ON=1572mV | AAA_OFF=1234mV | Δ= 338mV | Cycle=3
    ✅ SLOT 46: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=1218mV | Δ= 334mV | Cycle=2
    ✅ SLOT 47: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1224mV | Δ= 326mV | Cycle=3
    🚨🚨 AAA DETECTION FAILURE! 1 AAA batteries not detected!
    🔬 SLOT 26 DETAILS: Detected=KLVR-AA | AAA_ON=1094mV | AAA_OFF=1096mV | Δ=-2mV | Cycle=2
#289 15:11:03 | [AAA TEST] Total: 24 | Detected AAA: 23 | Failed to detect:  1 | Retries: 0 | 🚨 DETECTION FAILED!
    ✅ SLOT 24: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=1264mV | Δ= 300mV | Cycle=1
    ✅ SLOT 25: KLVR-AAA | AAA_ON=1538mV | AAA_OFF=1242mV | Δ= 296mV | Cycle=2
    🚨 SLOT 26: KLVR-AA  | AAA_ON=1094mV | AAA_OFF=1096mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 27: KLVR-AAA | AAA_ON= 264mV | AAA_OFF= 318mV | Δ=   0mV
    ✅ SLOT 28: KLVR-AAA | AAA_ON=1538mV | AAA_OFF=1246mV | Δ= 292mV | Cycle=2
    ✅ SLOT 29: KLVR-AAA | AAA_ON=1470mV | AAA_OFF=1128mV | Δ= 342mV | Cycle=2
    ✅ SLOT 30: KLVR-AAA | AAA_ON=1536mV | AAA_OFF=1184mV | Δ= 352mV | Cycle=3
    ✅ SLOT 31: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1244mV | Δ= 302mV | Cycle=1
    ✅ SLOT 32: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=1198mV | Δ= 346mV | Cycle=2
    ✅ SLOT 33: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1250mV | Δ= 298mV | Cycle=2
    ✅ SLOT 34: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=1256mV | Δ= 308mV | Cycle=1
    ✅ SLOT 35: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1254mV | Δ= 292mV | Cycle=1
    ✅ SLOT 36: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1210mV | Δ= 350mV | Cycle=2
    ✅ SLOT 37: KLVR-AAA | AAA_ON= 286mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 38: KLVR-AAA | AAA_ON=1566mV | AAA_OFF=1244mV | Δ= 322mV | Cycle=3
    ✅ SLOT 39: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=1268mV | Δ= 296mV | Cycle=1
    ✅ SLOT 40: KLVR-AAA | AAA_ON=1584mV | AAA_OFF=1282mV | Δ= 302mV | Cycle=1
    ✅ SLOT 41: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1242mV | Δ= 308mV | Cycle=1
    ✅ SLOT 42: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1214mV | Δ= 334mV | Cycle=1
    ✅ SLOT 43: KLVR-AAA | AAA_ON=1612mV | AAA_OFF=1276mV | Δ= 336mV | Cycle=3
    ✅ SLOT 44: KLVR-AAA | AAA_ON=1536mV | AAA_OFF=1196mV | Δ= 340mV | Cycle=1
    ✅ SLOT 45: KLVR-AAA | AAA_ON=1572mV | AAA_OFF=1234mV | Δ= 338mV | Cycle=3
    ✅ SLOT 46: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=1218mV | Δ= 334mV | Cycle=2
    ✅ SLOT 47: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1224mV | Δ= 326mV | Cycle=3
    🚨🚨 AAA DETECTION FAILURE! 1 AAA batteries not detected!
    🔬 SLOT 26 DETAILS: Detected=KLVR-AA | AAA_ON=1094mV | AAA_OFF=1096mV | Δ=-2mV | Cycle=2
#290 15:11:04 | [AAA TEST] Total: 24 | Detected AAA: 23 | Failed to detect:  1 | Retries: 0 | 🚨 DETECTION FAILED!
    ✅ SLOT 24: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=1264mV | Δ= 300mV | Cycle=1
    ✅ SLOT 25: KLVR-AAA | AAA_ON=1538mV | AAA_OFF=1242mV | Δ= 296mV | Cycle=2
    🚨 SLOT 26: KLVR-AA  | AAA_ON=1094mV | AAA_OFF=1096mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 27: KLVR-AAA | AAA_ON= 264mV | AAA_OFF= 318mV | Δ=   0mV
    ✅ SLOT 28: KLVR-AAA | AAA_ON=1538mV | AAA_OFF=1246mV | Δ= 292mV | Cycle=2
    ✅ SLOT 29: KLVR-AAA | AAA_ON=1470mV | AAA_OFF=1128mV | Δ= 342mV | Cycle=2
    ✅ SLOT 30: KLVR-AAA | AAA_ON=1536mV | AAA_OFF=1184mV | Δ= 352mV | Cycle=3
    ✅ SLOT 31: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1244mV | Δ= 302mV | Cycle=1
    ✅ SLOT 32: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=1198mV | Δ= 346mV | Cycle=2
    ✅ SLOT 33: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1250mV | Δ= 298mV | Cycle=2
    ✅ SLOT 34: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=1256mV | Δ= 308mV | Cycle=1
    ✅ SLOT 35: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1254mV | Δ= 292mV | Cycle=1
    ✅ SLOT 36: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1210mV | Δ= 350mV | Cycle=2
    ✅ SLOT 37: KLVR-AAA | AAA_ON= 286mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 38: KLVR-AAA | AAA_ON=1566mV | AAA_OFF=1244mV | Δ= 322mV | Cycle=3
    ✅ SLOT 39: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=1268mV | Δ= 296mV | Cycle=1
    ✅ SLOT 40: KLVR-AAA | AAA_ON=1584mV | AAA_OFF=1282mV | Δ= 302mV | Cycle=1
    ✅ SLOT 41: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1242mV | Δ= 308mV | Cycle=1
    ✅ SLOT 42: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1214mV | Δ= 334mV | Cycle=1
    ✅ SLOT 43: KLVR-AAA | AAA_ON=1612mV | AAA_OFF=1276mV | Δ= 336mV | Cycle=3
    ✅ SLOT 44: KLVR-AAA | AAA_ON=1536mV | AAA_OFF=1196mV | Δ= 340mV | Cycle=1
    ✅ SLOT 45: KLVR-AAA | AAA_ON=1572mV | AAA_OFF=1234mV | Δ= 338mV | Cycle=3
    ✅ SLOT 46: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=1218mV | Δ= 334mV | Cycle=2
    ✅ SLOT 47: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1224mV | Δ= 326mV | Cycle=3
    🚨🚨 AAA DETECTION FAILURE! 1 AAA batteries not detected!
    🔬 SLOT 26 DETAILS: Detected=KLVR-AA | AAA_ON=1094mV | AAA_OFF=1096mV | Δ=-2mV | Cycle=2
#291 15:11:04 | [AAA TEST] Total: 24 | Detected AAA: 23 | Failed to detect:  1 | Retries: 0 | 🚨 DETECTION FAILED!
    ✅ SLOT 24: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=1264mV | Δ= 300mV | Cycle=1
    ✅ SLOT 25: KLVR-AAA | AAA_ON=1538mV | AAA_OFF=1242mV | Δ= 296mV | Cycle=2
    🚨 SLOT 26: KLVR-AA  | AAA_ON=1094mV | AAA_OFF=1096mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 27: KLVR-AAA | AAA_ON= 264mV | AAA_OFF= 318mV | Δ=   0mV
    ✅ SLOT 28: KLVR-AAA | AAA_ON=1538mV | AAA_OFF=1246mV | Δ= 292mV | Cycle=2
    ✅ SLOT 29: KLVR-AAA | AAA_ON=1470mV | AAA_OFF=1128mV | Δ= 342mV | Cycle=2
    ✅ SLOT 30: KLVR-AAA | AAA_ON=1536mV | AAA_OFF=1184mV | Δ= 352mV | Cycle=3
    ✅ SLOT 31: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1244mV | Δ= 302mV | Cycle=1
    ✅ SLOT 32: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=1198mV | Δ= 346mV | Cycle=2
    ✅ SLOT 33: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1250mV | Δ= 298mV | Cycle=2
    ✅ SLOT 34: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=1256mV | Δ= 308mV | Cycle=1
    ✅ SLOT 35: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1254mV | Δ= 292mV | Cycle=1
    ✅ SLOT 36: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1210mV | Δ= 350mV | Cycle=2
    ✅ SLOT 37: KLVR-AAA | AAA_ON= 286mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 38: KLVR-AAA | AAA_ON=1566mV | AAA_OFF=1244mV | Δ= 322mV | Cycle=3
    ✅ SLOT 39: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=1268mV | Δ= 296mV | Cycle=1
    ✅ SLOT 40: KLVR-AAA | AAA_ON=1584mV | AAA_OFF=1282mV | Δ= 302mV | Cycle=1
    ✅ SLOT 41: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1242mV | Δ= 308mV | Cycle=1
    ✅ SLOT 42: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1214mV | Δ= 334mV | Cycle=1
    ✅ SLOT 43: KLVR-AAA | AAA_ON=1612mV | AAA_OFF=1276mV | Δ= 336mV | Cycle=3
    ✅ SLOT 44: KLVR-AAA | AAA_ON=1536mV | AAA_OFF=1196mV | Δ= 340mV | Cycle=1
    ✅ SLOT 45: KLVR-AAA | AAA_ON=1572mV | AAA_OFF=1234mV | Δ= 338mV | Cycle=3
    ✅ SLOT 46: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=1218mV | Δ= 334mV | Cycle=2
    ✅ SLOT 47: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1224mV | Δ= 326mV | Cycle=3
    🚨🚨 AAA DETECTION FAILURE! 1 AAA batteries not detected!
